site,family,genus,species,height,biomass
Pfeiler,Asteraceae,Helianthella ,quinquenervis,19.5,0.244
Pfeiler,Asteraceae,Helianthella ,quinquenervis,23.9,0.517
Pfeiler,Asteraceae,Helianthella ,quinquenervis,21.2,1.124
Pfeiler,Asteraceae,Helianthella ,quinquenervis,15.5,0.186
Pfeiler,Asteraceae,Helianthella ,quinquenervis,23.4,0.992
Pfeiler,Asteraceae,Helianthella ,quinquenervis,14.5,0.035
Pfeiler,Asteraceae,Helianthella ,quinquenervis,7.5,0.009
Pfeiler,Asteraceae,Helianthella ,quinquenervis,9.3,0.018
Pfeiler,Asteraceae,Helianthella ,quinquenervis,5,0.008
Pfeiler,Asteraceae,Helianthella ,quinquenervis,4.7,0.015
Pfeiler,Asteraceae,Helianthella ,quinquenervis,12.2,0.106
Pfeiler,Apiaceae,Heracleum,sphondylium,56.5,22.116
Pfeiler,Apiaceae,Heracleum,sphondylium,52.5,16.424
Pfeiler,Apiaceae,Heracleum,sphondylium,25.1,0.36
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,37.2,1.418
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,30.5,1.068
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,23.2,0.432
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,22.4,0.496
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,32,0.581
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,20.5,0.674
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,31.7,1.108
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,25,0.097
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,26.5,0.637
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,26.5,0.339
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,21.4,0.492
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,30.5,1.161
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,18,0.092
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,13,0.104
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,6.5,0.011
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,8.4,0.011
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,8.4,0.018
Pfeiler,Boraginaceae,Hydrophyllum ,capitatum,6.7,0.03
Pfeiler,Apiaceae,Ligusticum,porteri,51,4.592
Pfeiler,Apiaceae,Ligusticum,porteri,49.5,1.103
Pfeiler,Apiaceae,Ligusticum,porteri,56,2.82
Pfeiler,Apiaceae,Ligusticum,porteri,62.3,3.257
Pfeiler,Apiaceae,Ligusticum,porteri,53,1.888
Pfeiler,Apiaceae,Ligusticum,porteri,49,1.218
Pfeiler,Apiaceae,Ligusticum,porteri,46,0.727
Pfeiler,Apiaceae,Ligusticum,porteri,42,0.756
Pfeiler,Apiaceae,Ligusticum,porteri,,
Pfeiler,Apiaceae,Ligusticum,porteri,40,0.551
Pfeiler,Apiaceae,Ligusticum,porteri,47.8,3.573
Pfeiler,Apiaceae,Ligusticum,porteri,39.5,0.616
Pfeiler,Apiaceae,Ligusticum,porteri,46.9,0.707
Pfeiler,Apiaceae,Ligusticum,porteri,53.5,1.694
Pfeiler,Apiaceae,Ligusticum,porteri,21,0.224
Pfeiler,Apiaceae,Ligusticum,porteri,57,2.006
Pfeiler,Apiaceae,Ligusticum,porteri,29,0.309
Pfeiler,Apiaceae,Ligusticum,porteri,36,0.316
Pfeiler,Apiaceae,Ligusticum,porteri,19,0.079
Pfeiler,Apiaceae,Ligusticum,porteri,47.5,1.053
Pfeiler,Apiaceae,Ligusticum,porteri,6.7,0.011
Pfeiler,Apiaceae,Ligusticum,porteri,6.3,0.007
Pfeiler,Boraginaceae,Mertensia,fusiformis,12.5,0.052
Pfeiler,Asteraceae,Senecio,bigelovii ,34.2,0.544
Pfeiler,Asteraceae,Senecio,bigelovii ,37,0.693
Pfeiler,Asteraceae,Senecio,bigelovii ,32,0.585
Pfeiler,Asteraceae,Senecio,bigelovii ,34.8,0.727
Pfeiler,Asteraceae,Senecio,bigelovii ,41,1.187
Pfeiler,Asteraceae,Senecio,bigelovii ,26,0.262
Pfeiler,Asteraceae,Senecio,bigelovii ,28.1,0.344
Pfeiler,Asteraceae,Senecio,bigelovii ,22.5,0.143
Pfeiler,Asteraceae,Senecio,bigelovii ,19.4,0.195
Pfeiler,Asteraceae,Senecio,bigelovii ,17,0.149
Pfeiler,Asteraceae,Senecio,bigelovii ,18,0.11
Pfeiler,Asteraceae,Senecio,bigelovii ,24,0.253
Pfeiler,Asteraceae,Senecio,bigelovii ,32.5,0.536
Pfeiler,Asteraceae,Senecio,bigelovii ,32,0.421
Pfeiler,Asteraceae,Senecio,bigelovii ,35.2,0.586
Pfeiler,Asteraceae,Senecio,bigelovii ,37.6,1.596
Pfeiler,Asteraceae,Senecio,bigelovii ,12,0.169
Pfeiler,Asteraceae,Senecio,bigelovii ,5.8,0.019
Pfeiler,Asteraceae,Senecio,bigelovii ,10,0.036
Pfeiler,Asteraceae,Senecio,bigelovii ,11,0.074
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,55,8.509
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,56.5,8.113
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,62,9.449
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,63.5,10.241
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,58,9.217
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,69,15.84
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,60.5,11.995
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,69.6,17.856
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,63.5,13.946
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,66.5,13.953
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,58,6.11
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,52.5,5.676
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,63.4,9.175
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,63,15.105
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,60,11.591
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,60.2,10.738
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,56,8.763
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,67.8,21.066
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,61,12.318
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,44.5,3.365
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,63.6,15.758
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,54,9.856
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,62,15.44
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,56.5,11.214
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,63.6,10.903
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,68,18.493
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,57.5,11.253
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,57.1,11.41
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,76,27.643
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,57,11.825
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,53.6,13.015
Pfeiler,Melanthiaceae,Veratrum,tenuipetalum,68,20.245
