Tree #,Species,DBH1,logDBH1,Status,DBH2,logDBH2
621,Acer saccharum,6.3,0.799340549,alive,9.60,0.982271233
1487,Fagus grandifolia,6.30,0.799340549,alive,6.80,0.832508913
806.1,Liriodendron tulipifera,6.3,0.799340549,alive,8.80,0.944482672
1371,Ostrya virginia,6.30,0.799340549,alive,6.60,0.819543936
58,Ostrya virginia,6.3,0.799340549,alive,7.00,0.84509804
502,Acer negundo,6.4,0.806179974,alive,9.70,0.986771734
905,Acer rubrum,6.4,0.806179974,alive,6.50,0.812913357
1138,Acer saccharum,6.4,0.806179974,alive,6.50,0.812913357
587,Acer saccharum,6.4,0.806179974,alive,6.60,0.819543936
284,Acer saccharum,6.4,0.806179974,alive,6.80,0.832508913
966,Acer saccharum,6.4,0.806179974,alive,7.00,0.84509804
960,Acer saccharum,6.4,0.806179974,alive,7.20,0.857332496
634,Acer saccharum,6.4,0.806179974,alive,7.40,0.86923172
453,Acer saccharum,6.4,0.806179974,alive,8.50,0.929418926
373,Acer saccharum,6.4,0.806179974,alive,10.20,1.008600172
289,Fagus grandifolia,6.4,0.806179974,alive,6.80,0.832508913
1844,Fagus grandifolia,6.40,0.806179974,alive,7.20,0.857332496
248,Prunus serotina,6.4,0.806179974,alive,7.10,0.851258349
1763,Ostrya virginia,6.45,0.809559715,alive,6.70,0.826074803
575,Acer saccharum,6.5,0.812913357,alive,6.80,0.832508913
593,Acer saccharum,6.5,0.812913357,alive,7.20,0.857332496
16,Acer saccharum,6.5,0.812913357,alive,9.10,0.959041392
611,Acer saccharum,6.5,0.812913357,alive,9.80,0.991226076
1251,Fagus grandifolia,6.50,0.812913357,alive,6.60,0.819543936
64,Fagus grandifolia,6.5,0.812913357,alive,6.70,0.826074803
1832,Ostrya virginia,6.50,0.812913357,alive,6.70,0.826074803
1,Ostrya virginia,6.5,0.812913357,alive,7.00,0.84509804
1475,Ostrya virginia,6.50,0.812913357,alive,7.10,0.851258349
257,Prunus serotina,6.5,0.812913357,alive,8.80,0.944482672
1839,Ostrya virginia,6.55,0.8162413,alive,6.70,0.826074803
1860,Ostrya virginia,6.55,0.8162413,alive,7.00,0.84509804
831,Acer saccharum,6.6,0.819543936,alive,7.70,0.886490725
544,Acer saccharum,6.6,0.819543936,alive,7.90,0.897627091
441,Acer saccharum,6.6,0.819543936,alive,8.00,0.903089987
1813,Fagus grandifolia,6.60,0.819543936,alive,7.30,0.86332286
1745,Ostrya virginia,6.65,0.822821645,alive,7.20,0.857332496
738,Acer saccharum,6.7,0.826074803,alive,7.10,0.851258349
777,Acer saccharum,6.7,0.826074803,alive,7.50,0.875061263
1584,Celtis occidentalis,6.70,0.826074803,alive,6.80,0.832508913
482,Liriodendron tulipifera,6.7,0.826074803,alive,9.90,0.995635195
1874,Prunus serotina,6.75,0.829303773,alive,8.40,0.924279286
755,Acer saccharum,6.8,0.832508913,alive,7.90,0.897627091
515,Acer saccharum,6.8,0.832508913,alive,8.70,0.939519253
413,Fagus grandifolia,6.8,0.832508913,alive,7.60,0.880813592
323,Fagus grandifolia,6.8,0.832508913,alive,8.10,0.908485019
1501,Fagus grandifolia,6.80,0.832508913,alive,8.10,0.908485019
1259,Ostrya virginia,6.80,0.832508913,alive,6.90,0.838849091
1377,Ostrya virginia,6.80,0.832508913,alive,7.00,0.84509804
1411,Fagus grandifolia,6.87,0.836956737,alive,7.70,0.886490725
399,Acer saccharum,6.9,0.838849091,alive,8.20,0.913813852
1808,Fagus grandifolia,6.90,0.838849091,alive,7.10,0.851258349
512,Fagus grandifolia,6.9,0.838849091,alive,10.70,1.029383778
1441,Ostrya virginia,6.90,0.838849091,alive,6.90,0.838849091
1271,Ostrya virginia,6.90,0.838849091,alive,7.20,0.857332496
1734,Ostrya virginia,6.90,0.838849091,alive,7.70,0.886490725
27,Ostrya virginia,6.9,0.838849091,alive,8.00,0.903089987
422,Prunus serotina,6.9,0.838849091,alive,7.40,0.86923172
1398,Ostrya virginia,6.91,0.839478047,alive,7.00,0.84509804
1516,Acer saccharum,6.95,0.841984805,alive,8.20,0.913813852
1661,Celtis occidentalis,6.95,0.841984805,alive,8.50,0.929418926
1939,Acer saccharum,7.0,0.843232778,alive,8.10,0.908485019
635,Acer saccharum,7.0,0.84509804,alive,7.20,0.857332496
814,Acer saccharum,7.0,0.84509804,alive,7.60,0.880813592
167,Acer saccharum,7.0,0.84509804,alive,8.20,0.913813852
1561,Ostrya virginia,7.00,0.84509804,alive,7.50,0.875061263
1260,Ostrya virginia,7.05,0.848189117,alive,7.10,0.851258349
637,Ostrya virginia,7.1,0.848804701,alive,7.40,0.86923172
1931,Prunus serotina,7.1,0.851131284,alive,8.00,0.903089987
663,Acer saccharum,7.1,0.851258349,alive,8.50,0.929418926
1797,Cornus florida,7.10,0.851258349,alive,7.20,0.857332496
251,Cornus florida,7.1,0.851258349,alive,7.30,0.86332286
1759,Liriodendron tulipifera,7.10,0.851258349,alive,8.00,0.903089987
479,Liriodendron tulipifera,7.1,0.851258349,alive,8.10,0.908485019
1916,Ostrya virginia,7.10,0.851258349,alive,7.10,0.851258349
1462,Cornus florida,7.16,0.854913022,alive,7.40,0.86923172
631,Acer saccharum,7.2,0.857332496,alive,7.40,0.86923172
939,Acer saccharum,7.2,0.857332496,alive,7.60,0.880813592
1883,Fagus grandifolia,7.20,0.857332496,alive,8.00,0.903089987
1277,Fagus grandifolia,7.20,0.857332496,alive,8.30,0.919078092
1845,Ostrya virginia,7.20,0.857332496,alive,7.20,0.857332496
1467,Ostrya virginia,7.20,0.857332496,alive,7.30,0.86332286
1611,Prunus serotina,7.20,0.857332496,alive,7.30,0.86332286
1925,Carya cordiformis,7.25,0.860338007,alive,7.50,0.875061263
1223,Fagus grandifolia,7.25,0.860338007,alive,8.00,0.903089987
296,Acer negundo,7.3,0.86332286,alive,7.50,0.875061263
600,Acer saccharum,7.3,0.86332286,alive,7.50,0.875061263
664,Acer saccharum,7.3,0.86332286,alive,8.20,0.913813852
337,Acer saccharum,7.3,0.86332286,alive,8.70,0.939519253
1866,Acer saccharum,7.30,0.86332286,alive,9.70,0.986771734
514,Acer saccharum,7.3,0.86332286,alive,10.60,1.025305865
1738,Fagus grandifolia,7.30,0.86332286,alive,7.60,0.880813592
1689,Ulmus rubra,7.30,0.86332286,alive,8.50,0.929418926
1723,Fagus grandifolia,7.35,0.866287339,alive,7.80,0.892094603
1434,Ostrya virginia,7.39,0.868644438,alive,7.50,0.875061263
597,Acer saccharum,7.4,0.86923172,alive,8.10,0.908485019
1751,Acer saccharum,7.40,0.86923172,alive,8.30,0.919078092
473,Acer saccharum,7.4,0.86923172,alive,8.80,0.944482672
446,Acer saccharum,7.4,0.86923172,alive,8.90,0.949390007
847,Fagus grandifolia,7.4,0.86923172,alive,7.90,0.897627091
1006,Fagus grandifolia,7.4,0.86923172,alive,7.90,0.897627091
115,Ostrya virginia,7.4,0.86923172,alive,8.00,0.903089987
1681,Ostrya virginia,7.40,0.86923172,alive,8.00,0.903089987
1812,Fagus grandifolia,7.45,0.872156273,alive,7.80,0.892094603
1591,Fagus grandifolia,7.45,0.872156273,alive,7.90,0.897627091
1847,Fagus grandifolia,7.45,0.872156273,alive,8.20,0.913813852
1840,Quercus rubra,7.45,0.872156273,alive,8.00,0.903089987
842,Acer saccharum,7.5,0.875061263,alive,8.00,0.903089987
234,Acer saccharum,7.5,0.875061263,alive,8.50,0.929418926
1548,Carya cordiformis,7.50,0.875061263,alive,7.50,0.875061263
1489,Fagus grandifolia,7.50,0.875061263,alive,8.30,0.919078092
1875,Ostrya virginia,7.50,0.875061263,alive,7.90,0.897627091
1639,Celtis occidentalis,7.55,0.877946952,alive,9.80,0.991226076
1726,Ostrya virginia,7.55,0.877946952,alive,7.80,0.892094603
1902,Ostrya virginia,7.55,0.877946952,alive,7.90,0.897627091
1711,Ostrya virginia,7.55,0.877946952,alive,8.20,0.913813852
1728,Fagus grandifolia,7.60,0.880813592,alive,7.90,0.897627091
1444,Ostrya virginia,7.60,0.880813592,alive,7.70,0.886490725
1184,Ostrya virginia,7.6,0.880813592,alive,8.00,0.903089987
1564,Ostrya virginia,7.60,0.880813592,alive,8.30,0.919078092
1375,Ostrya virginia,7.60,0.880813592,alive,10.30,1.012837225
1386,Ostrya virginia,7.65,0.883661435,alive,7.70,0.886490725
1811,Acer saccharum,7.70,0.886490725,alive,8.30,0.919078092
1815,Acer saccharum,7.70,0.886490725,alive,8.30,0.919078092
697,Acer saccharum,7.7,0.886490725,alive,11.40,1.056904851
1926,Carya cordiformis,7.70,0.886490725,alive,9.00,0.954242509
1887,Cornus florida,7.70,0.886490725,alive,7.90,0.897627091
431,Fagus grandifolia,7.7,0.886490725,alive,9.30,0.968482949
786,Ostrya virginia,7.7,0.886490725,alive,7.90,0.897627091
1877,Ulmus americana,7.70,0.886490725,alive,8.40,0.924279286
1696,Ulmus rubra,7.70,0.886490725,alive,8.50,0.929418926
1940,Ostrya virginia,7.7,0.888740961,alive,8.10,0.908485019
1270,Ostrya virginia,7.78,0.890979597,alive,8.50,0.929418926
1066,Acer saccharum,7.8,0.892094603,alive,8.20,0.913813852
717,Acer saccharum,7.8,0.892094603,alive,10.70,1.029383778
1809,Fagus grandifolia,7.80,0.892094603,alive,8.30,0.919078092
1854,Ostrya virginia,7.80,0.892094603,alive,8.40,0.924279286
1942,Ostrya virginia,7.8,0.894316063,alive,8.20,0.913813852
807,Acer saccharum,7.9,0.897627091,alive,8.80,0.944482672
973,Acer saccharum,7.9,0.897627091,alive,8.80,0.944482672
405,Acer saccharum,7.9,0.897627091,alive,9.00,0.954242509
524,Acer saccharum,7.9,0.897627091,alive,9.00,0.954242509
2,Fagus grandifolia,7.9,0.897627091,alive,8.60,0.934498451
1438,Fagus grandifolia,7.90,0.897627091,alive,8.70,0.939519253
408,Ostrya virginia,7.9,0.897627091,alive,8.50,0.929418926
1360,Ostrya virginia,7.90,0.897627091,alive,8.50,0.929418926
1937,Celtis occidentalis,7.9,0.900021259,alive,8.80,0.944482672
1800,Acer saccharum,7.95,0.900367129,alive,8.40,0.924279286
249,Cornus florida,8.0,0.903089987,alive,8.10,0.908485019
1245,Ostrya virginia,8.00,0.903089987,alive,8.00,0.903089987
773,Ostrya virginia,8.0,0.903089987,alive,8.40,0.924279286
429,Prunus serotina,8.0,0.903089987,alive,9.40,0.973127854
992,Acer saccharum,8.1,0.908485019,alive,8.60,0.934498451
548,Acer saccharum,8.1,0.908485019,alive,9.70,0.986771734
355,Acer saccharum,8.1,0.908485019,alive,11.90,1.075546961
392,Fagus grandifolia,8.1,0.908485019,alive,9.00,0.954242509
150,Ostrya virginia,8.1,0.908485019,alive,8.30,0.919078092
1417,Ostrya virginia,8.10,0.908485019,alive,8.40,0.924279286
1704,Ostrya virginia,8.10,0.908485019,alive,8.40,0.924279286
1662,Ostrya virginia,8.10,0.908485019,alive,8.80,0.944482672
1254,Fagus grandifolia,8.15,0.911157609,alive,8.40,0.924279286
1552,Ostrya virginia,8.15,0.911157609,alive,8.20,0.913813852
1226,Ostrya virginia,8.15,0.911157609,alive,8.50,0.929418926
601,Acer saccharum,8.2,0.913813852,alive,9.10,0.959041392
719,Acer saccharum,8.2,0.913813852,alive,11.20,1.049218023
1863,Fagus grandifolia,8.20,0.913813852,alive,8.80,0.944482672
1204,Ostrya virginia,8.20,0.913813852,alive,8.20,0.913813852
1821,Ostrya virginia,8.20,0.913813852,alive,8.50,0.929418926
1588,Ostrya virginia,8.20,0.913813852,alive,8.60,0.934498451
1572,Ostrya virginia,8.25,0.916453949,alive,8.90,0.949390007
1367,Ostrya virginia,8.29,0.918554531,alive,8.30,0.919078092
419,Acer saccharum,8.3,0.919078092,alive,8.90,0.949390007
474,Acer saccharum,8.3,0.919078092,alive,9.00,0.954242509
376,Acer saccharum,8.3,0.919078092,alive,10.30,1.012837225
698,Carya cordiformis,8.3,0.919078092,alive,9.70,0.986771734
1201,Ostrya virginia,8.34,0.921166051,alive,8.60,0.934498451
1850,Fagus grandifolia,8.35,0.921686475,alive,8.80,0.944482672
1884,Ulmus rubra,8.35,0.921686475,alive,8.50,0.929418926
1206,Ostrya virginia,8.38,0.923244019,alive,8.60,0.934498451
1442,Ostrya virginia,8.39,0.923761961,alive,8.40,0.924279286
1474,Ostrya virginia,8.39,0.923761961,alive,9.10,0.959041392
822,Acer saccharum,8.4,0.924279286,alive,11.00,1.041392685
745,Ostrya virginia,8.4,0.924279286,alive,8.70,0.939519253
1724,Ostrya virginia,8.40,0.924279286,alive,8.70,0.939519253
1770,Fagus grandifolia,8.45,0.926856709,alive,9.90,0.995635195
1407,Ostrya virginia,8.45,0.926856709,alive,8.70,0.939519253
1368,Ostrya virginia,8.50,0.929418926,alive,8.50,0.929418926
1300,Ostrya virginia,8.50,0.929418926,alive,9.50,0.977723605
1621,Prunus serotina,8.50,0.929418926,alive,9.30,0.968482949
1141,Acer saccharum,8.6,0.934498451,alive,9.10,0.959041392
56,Cornus florida,8.6,0.934498451,alive,9.20,0.963787827
1310,Fagus grandifolia,8.60,0.934498451,alive,10.40,1.017033339
1559,Ostrya virginia,8.60,0.934498451,alive,8.80,0.944482672
506,Acer saccharum,8.7,0.939519253,alive,9.00,0.954242509
371,Acer saccharum,8.7,0.939519253,alive,9.60,0.982271233
17,Fagus grandifolia,8.7,0.939519253,alive,12.50,1.096910013
1452,Ostrya virginia,8.70,0.939519253,alive,8.90,0.949390007
1418,Ostrya virginia,8.70,0.939519253,alive,9.20,0.963787827
1654,Ostrya virginia,8.70,0.939519253,alive,9.70,0.986771734
1503,Fagus grandifolia,8.75,0.942008053,alive,9.80,0.991226076
1230,Ostrya virginia,8.78,0.943494516,alive,9.00,0.954242509
1395,Ostrya virginia,8.78,0.943494516,alive,9.00,0.954242509
300,Acer saccharum,8.8,0.944482672,alive,10.20,1.008600172
1599,Ostrya virginia,8.80,0.944482672,alive,8.90,0.949390007
751,Ostrya virginia,8.8,0.944482672,alive,9.20,0.963787827
1656,Ostrya virginia,8.80,0.944482672,alive,9.20,0.963787827
1577,Ostrya virginia,8.80,0.944482672,alive,9.50,0.977723605
400,Prunus serotina,8.8,0.944482672,alive,8.80,0.944482672
1316,Ostrya virginia,8.81,0.944975908,alive,9.20,0.963787827
1244,Ostrya virginia,8.84,0.946452265,alive,8.90,0.949390007
1852,Ostrya virginia,8.85,0.946943271,alive,8.90,0.949390007
617,Acer saccharum,8.9,0.949390007,alive,9.10,0.959041392
840,Acer saccharum,8.9,0.949390007,alive,12.10,1.08278537
63,Fagus grandifolia,8.9,0.949390007,alive,11.00,1.041392685
287,Liriodendron tulipifera,8.9,0.949390007,alive,9.10,0.959041392
806,Liriodendron tulipifera,8.9,0.949390007,alive,16.00,1.204119983
827,Ostrya virginia,8.9,0.949390007,alive,8.90,0.949390007
1382,Ostrya virginia,8.90,0.949390007,alive,8.90,0.949390007
1879,Prunus serotina,8.95,0.951823035,alive,10.10,1.004321374
1446,Ostrya virginia,8.97,0.952792443,alive,9.10,0.959041392
1691,Acer saccharum,9.00,0.954242509,alive,10.20,1.008600172
72,Acer saccharum,9.0,0.954242509,alive,11.90,1.075546961
529,Acer saccharum,9.0,0.954242509,alive,11.90,1.075546961
444,Cornus florida,9.0,0.954242509,alive,9.00,0.954242509
1727,Fagus grandifolia,9.00,0.954242509,alive,9.10,0.959041392
357,Liriodendron tulipifera,9.0,0.954242509,alive,13.10,1.117271296
1231,Ostrya virginia,9.00,0.954242509,alive,9.00,0.954242509
1308,Ostrya virginia,9.00,0.954242509,alive,9.10,0.959041392
1385,Ostrya virginia,9.00,0.954242509,alive,9.10,0.959041392
135,Ostrya virginia,9.0,0.954242509,alive,9.20,0.963787827
1272,Ostrya virginia,9.00,0.954242509,alive,9.30,0.968482949
1580,Ostrya virginia,9.00,0.954242509,alive,9.30,0.968482949
1644,Prunus serotina,9.00,0.954242509,alive,9.70,0.986771734
1273,Ostrya virginia,9.05,0.956648579,alive,9.50,0.977723605
1663,Prunus serotina,9.07,0.957646949,alive,10.10,1.004321374
896.1,Acer saccharum,9.1,0.959041392,alive,9.80,0.991226076
1761,Cornus florida,9.10,0.959041392,alive,9.40,0.973127854
1574,Ostrya virginia,9.10,0.959041392,alive,9.30,0.968482949
1325,Ostrya virginia,9.15,0.961421094,alive,9.50,0.977723605
532,Acer saccharum,9.2,0.963787827,alive,10.00,1
483,Ostrya virginia,9.2,0.963787827,alive,9.70,0.986771734
1843,Ostrya virginia,9.20,0.963787827,alive,9.70,0.986771734
1057,Acer saccharum,9.3,0.968482949,alive,9.70,0.986771734
1746,Carya cordiformis,9.30,0.968482949,alive,9.40,0.973127854
1518,Ostrya virginia,9.30,0.968482949,alive,9.80,0.991226076
1641,Ostrya virginia,9.35,0.970811611,alive,9.70,0.986771734
1596,Ostrya virginia,9.35,0.970811611,alive,9.80,0.991226076
1400,Ostrya virginia,9.39,0.972665592,alive,9.80,0.991226076
1431,Ostrya virginia,9.39,0.972665592,alive,9.80,0.991226076
1059,Acer saccharum,9.4,0.973127854,alive,10.20,1.008600172
757,Acer saccharum,9.4,0.973127854,alive,10.30,1.012837225
1299,Ostrya virginia,9.45,0.975431809,alive,9.90,0.995635195
1478,Ostrya virginia,9.49,0.977266212,alive,9.90,0.995635195
552,Carya cordiformis,9.5,0.977723605,alive,9.90,0.995635195
1285,Fagus grandifolia,9.50,0.977723605,alive,10.50,1.021189299
1579,Ostrya virginia,9.50,0.977723605,alive,9.70,0.986771734
1830,Ostrya virginia,9.50,0.977723605,alive,9.70,0.986771734
1445,Ostrya virginia,9.50,0.977723605,alive,9.80,0.991226076
1328,Ostrya virginia,9.50,0.977723605,alive,10.10,1.004321374
1855,Prunus serotina,9.50,0.977723605,alive,11.00,1.041392685
1393,Ostrya virginia,9.55,0.980003372,alive,9.60,0.982271233
1215,Ostrya virginia,9.55,0.980003372,alive,9.90,0.995635195
639,Acer saccharum,9.6,0.982271233,alive,10.80,1.033423755
523,Acer saccharum,9.6,0.982271233,alive,11.00,1.041392685
505,Acer saccharum,9.6,0.982271233,alive,12.00,1.079181246
677,Acer saccharum,9.6,0.982271233,alive,12.20,1.086359831
530,Crateagus spp.,9.6,0.982271233,alive,10.10,1.004321374
1317,Ostrya virginia,9.65,0.984527313,alive,10.00,1
1425,Carya cordiformis,9.69,0.986323777,alive,10.10,1.004321374
567,Acer saccharum,9.7,0.986771734,alive,11.60,1.064457989
1126,Carya cordiformis,9.7,0.986771734,alive,10.00,1
1466,Ostrya virginia,9.70,0.986771734,alive,9.90,0.995635195
1606,Prunus serotina,9.70,0.986771734,alive,10.40,1.017033339
1448,Ostrya virginia,9.71,0.98721923,alive,9.80,0.991226076
1914,Acer saccharum,9.80,0.991226076,alive,10.60,1.025305865
1859,Ostrya virginia,9.80,0.991226076,alive,10.10,1.004321374
1909,Ostrya virginia,9.80,0.991226076,alive,10.20,1.008600172
1399,Ostrya virginia,9.82,0.992111488,alive,10.20,1.008600172
1486,Ostrya virginia,9.85,0.99343623,alive,10.00,1
1547,Ostrya virginia,9.85,0.99343623,alive,10.20,1.008600172
1593,Ostrya virginia,9.85,0.99343623,alive,10.30,1.012837225
1923,Ostrya virginia,9.85,0.99343623,alive,10.80,1.033423755
741,Acer saccharum,9.9,0.995635195,alive,11.80,1.071882007
582,Acer saccharum,9.9,0.995635195,alive,12.20,1.086359831
1707,Fagus grandifolia,9.90,0.995635195,alive,10.40,1.017033339
381,Fagus grandifolia,9.9,0.995635195,alive,16.20,1.209515015
1456,Ostrya virginia,9.90,0.995635195,alive,10.00,1
1861,Ostrya virginia,9.90,0.995635195,alive,10.70,1.029383778
1246,Ostrya virginia,9.95,0.997823081,alive,10.30,1.012837225
1936,Ostrya virginia,10.0,0.998695158,alive,10.40,1.017033339
699,Acer saccharum,10.0,1,alive,11.40,1.056904851
700,Acer saccharum,10.0,1,alive,13.00,1.113943352
1105,Fagus grandifolia,10.0,1,alive,10.30,1.012837225
1084,Ostrya virginia,10.0,1,alive,10.10,1.004321374
1703,Prunus serotina,10.05,1.002166062,alive,11.00,1.041392685
1358,Prunus serotina,10.05,1.002166062,alive,12.40,1.093421685
1886,Prunus serotina,10.05,1.002166062,alive,13.20,1.120573931
729,Acer saccharum,10.1,1.004321374,alive,11.00,1.041392685
1869,Prunus serotina,10.10,1.004321374,alive,10.50,1.021189299
1491,Ulmus americana,10.10,1.004321374,alive,11.40,1.056904851
1323,Ostrya virginia,10.20,1.008600172,alive,10.50,1.021189299
1631,Ostrya virginia,10.20,1.008600172,alive,10.90,1.037426498
404,Prunus serotina,10.2,1.008600172,alive,10.80,1.033423755
1449,Ostrya virginia,10.28,1.011993115,alive,10.40,1.017033339
447,Acer saccharum,10.3,1.012837225,alive,12.30,1.089905111
519,Acer saccharum,10.3,1.012837225,alive,12.30,1.089905111
828,Acer saccharum,10.3,1.012837225,alive,13.20,1.120573931
1795,Cornus florida,10.30,1.012837225,alive,10.90,1.037426498
737,Ostrya virginia,10.3,1.012837225,alive,10.50,1.021189299
1829,Ostrya virginia,10.30,1.012837225,alive,10.80,1.033423755
1565,Ostrya virginia,10.35,1.01494035,alive,11.00,1.041392685
1046,Acer saccharum,10.4,1.017033339,alive,10.90,1.037426498
240,Cornus florida,10.4,1.017033339,alive,10.50,1.021189299
1557,Ostrya virginia,10.40,1.017033339,alive,10.40,1.017033339
1569,Ostrya virginia,10.40,1.017033339,alive,10.50,1.021189299
1451,Ostrya virginia,10.40,1.017033339,alive,10.70,1.029383778
328,Ostrya virginia,10.4,1.017033339,alive,11.10,1.045322979
1267,Fagus grandifolia,10.45,1.01911629,alive,11.30,1.053078443
588,Acer saccharum,10.5,1.021189299,alive,11.70,1.068185862
360,Acer saccharum,10.5,1.021189299,alive,12.30,1.089905111
682,Acer saccharum,10.5,1.021189299,alive,13.50,1.130333768
1528,Fagus grandifolia,10.50,1.021189299,alive,12.50,1.096910013
1659,Ostrya virginia,10.55,1.02325246,alive,11.40,1.056904851
1638,Ulmus rubra,10.55,1.02325246,alive,11.80,1.071882007
1479,Ostrya virginia,10.57,1.024074987,alive,10.60,1.025305865
793,Acer saccharum,10.6,1.025305865,alive,11.80,1.071882007
859,Ostrya virginia,10.6,1.025305865,alive,10.70,1.029383778
1740,Ostrya virginia,10.60,1.025305865,alive,11.30,1.053078443
28,Ostrya virginia,10.6,1.025305865,alive,12.50,1.096910013
1327,Carya ovata,10.70,1.029383778,alive,11.30,1.053078443
1590,Ostrya virginia,10.70,1.029383778,alive,11.30,1.053078443
1581,Ostrya virginia,10.70,1.029383778,alive,11.50,1.06069784
1607,Prunus serotina,10.70,1.029383778,alive,12.00,1.079181246
1295,Ostrya virginia,10.75,1.031408464,alive,11.70,1.068185862
1413,Ostrya virginia,10.77,1.032215703,alive,11.00,1.041392685
1857,Fagus grandifolia,10.80,1.033423755,alive,11.90,1.075546961
1354,Ostrya virginia,10.80,1.033423755,alive,10.80,1.033423755
1824,Ostrya virginia,10.80,1.033423755,alive,11.00,1.041392685
1250,Ostrya virginia,10.80,1.033423755,alive,11.30,1.053078443
1668,Ostrya virginia,10.80,1.033423755,alive,11.60,1.064457989
1903,Ulmus americana,10.80,1.033423755,alive,12.00,1.079181246
1521,Ostrya virginia,10.85,1.035429738,alive,11.10,1.045322979
1129,Acer saccharum,10.9,1.037426498,alive,12.20,1.086359831
1757,Cornus florida,10.90,1.037426498,alive,11.10,1.045322979
1437,Ostrya virginia,10.90,1.037426498,alive,10.90,1.037426498
734,Ostrya virginia,10.9,1.037426498,alive,12.20,1.086359831
1619,Prunus serotina,10.90,1.037426498,alive,11.60,1.064457989
1736,Liriodendron tulipifera,10.95,1.039414119,alive,11.50,1.06069784
1700,Ostrya virginia,10.95,1.039414119,alive,12.10,1.08278537
1702,Celtis occidentalis,11.00,1.041392685,alive,13.50,1.130333768
1539,Fagus grandifolia,11.00,1.041392685,alive,11.80,1.071882007
1038,Ostrya virginia,11.0,1.041392685,alive,11.30,1.053078443
1848,Ostrya virginia,11.05,1.043362278,alive,11.20,1.049218023
821,Acer saccharum,11.1,1.045322979,alive,12.80,1.10720997
1880,Celtis occidentalis,11.10,1.045322979,alive,11.80,1.071882007
1236,Fagus grandifolia,11.10,1.045322979,alive,11.10,1.045322979
1200,Fagus grandifolia,11.10,1.045322979,alive,11.90,1.075546961
468,Liriodendron tulipifera,11.1,1.045322979,alive,16.80,1.225309282
1592,Ostrya virginia,11.10,1.045322979,alive,11.30,1.053078443
1928,Ostrya virginia,11.10,1.045322979,alive,11.80,1.071882007
1287,Ulmus rubra,11.10,1.045322979,alive,11.30,1.053078443
1670,Ulmus americana,11.15,1.047274867,alive,13.3,1.123851641
1687,Celtis occidentalis,11.20,1.049218023,alive,11.70,1.068185862
1208,Ostrya virginia,11.20,1.049218023,alive,11.30,1.053078443
1587,Ostrya virginia,11.20,1.049218023,alive,11.40,1.056904851
1517,Ostrya virginia,11.20,1.049218023,alive,11.70,1.068185862
1849,Ostrya virginia,11.20,1.049218023,alive,11.80,1.071882007
537,Ostrya virginia,11.2,1.049218023,alive,11.90,1.075546961
344,Ostrya virginia,11.2,1.049218023,alive,12.00,1.079181246
915,Ostrya virginia,11.2,1.050766311,alive,11.70,1.068185862
1558,Ostrya virginia,11.25,1.051152522,alive,11.50,1.06069784
1495,Ulmus americana,11.25,1.051152522,alive,12.10,1.08278537
584,Acer saccharum,11.3,1.053078443,alive,14.30,1.155336037
1420,Ostrya virginia,11.30,1.053078443,alive,11.60,1.064457989
1646,Ostrya virginia,11.30,1.053078443,alive,12.00,1.079181246
1828,Ostrya virginia,11.30,1.053078443,alive,12.20,1.086359831
1416,Carya cordiformis,11.35,1.054995862,alive,11.40,1.056904851
1455,Ostrya virginia,11.38,1.056142262,alive,11.40,1.056904851
1225,Ostrya virginia,11.40,1.056904851,alive,11.50,1.06069784
315,Ostrya virginia,11.4,1.056904851,alive,12.20,1.086359831
1900,Ostrya virginia,11.40,1.056904851,alive,13.10,1.117271296
1648,Prunus serotina,11.45,1.058805487,alive,12.00,1.079181246
1228,Fagus grandifolia,11.50,1.06069784,alive,12.30,1.089905111
1833,Liriodendron tulipifera,11.50,1.06069784,alive,12.40,1.093421685
1303,Ostrya virginia,11.50,1.06069784,alive,12.00,1.079181246
108,Ostrya virginia,11.5,1.06069784,alive,12.30,1.089905111
1921,Prunus serotina,11.50,1.06069784,alive,13.50,1.130333768
1457,Ostrya virginia,11.55,1.062581984,alive,11.70,1.068185862
769,Acer saccharum,11.6,1.064457989,alive,12.10,1.08278537
1750,Carya cordiformis,11.60,1.064457989,alive,12.10,1.08278537
944,Ostrya virginia,11.6,1.064457989,alive,11.80,1.071882007
1919,Ostrya virginia,11.60,1.064457989,alive,11.80,1.071882007
327,Ostrya virginia,11.6,1.064457989,alive,12.10,1.08278537
1553,Prunus serotina,11.60,1.064457989,alive,12.20,1.086359831
1274,Carya tomentosa,11.69,1.067667981,alive,12.20,1.086359831
1329,Ostrya virginia,11.70,1.068185862,alive,12.10,1.08278537
754,Ostrya virginia,11.7,1.068185862,alive,12.40,1.093421685
591,Acer saccharum,11.8,1.071882007,alive,13.90,1.1430148
725,Acer saccharum,11.8,1.071882007,alive,14.20,1.152288344
606,Acer saccharum,11.8,1.071882007,alive,14.50,1.161368002
702,Acer saccharum,11.8,1.071882007,alive,14.50,1.161368002
1255,Fagus grandifolia,11.80,1.071882007,alive,12.50,1.096910013
1816,Ostrya virginia,11.80,1.071882007,alive,12.00,1.079181246
1471,Ostrya virginia,11.80,1.071882007,alive,12.30,1.089905111
1657,Ostrya virginia,11.85,1.07371835,alive,12.00,1.079181246
1647,Prunus serotina,11.85,1.07371835,alive,12.00,1.079181246
952,Acer saccharum,11.9,1.075546961,alive,13.20,1.120573931
